Cód Insumo Representativo,Cód insumo,Descrição do Insumo,Unidade de  Cálculo,COEFICIENTE,CATEGORIA,MACRO CLASSE,VíNCULO
9868,7141,"TE SOLDAVEL, PVC, 90 GRAUS, 40 MM, PARA AGUA FRIA PREDIAL (NBR 5648)",UN,"2,4348000",REPRESENTADO,MATERIAL,NACIONAL CAIXA
9868,7142,"TE SOLDAVEL, PVC, 90 GRAUS,50 MM, PARA AGUA FRIA PREDIAL (NBR 5648)",UN,"2,7215900",REPRESENTADO,MATERIAL,NACIONAL CAIXA
9868,7143,"TE SOLDAVEL, PVC, 90 GRAUS, 60 MM, PARA AGUA FRIA PREDIAL (NBR 5648)",UN,"8,1094800",REPRESENTADO,MATERIAL,NACIONAL CAIXA
9868,7144,"TE SOLDAVEL, PVC, 90 GRAUS, 75 MM, PARA AGUA FRIA PREDIAL (NBR 5648)",UN,"16,2207400",REPRESENTADO,MATERIAL,NACIONAL CAIXA
9868,7145,"TE SOLDAVEL, PVC, 90 GRAUS, 85 MM, PARA AGUA FRIA PREDIAL (NBR 5648)",UN,"26,6012600",REPRESENTADO,MATERIAL,NACIONAL CAIXA
9868,7146,"TE SOLDAVEL, PVC, 90 GRAUS, 110 MM, PARA AGUA FRIA PREDIAL (NBR 5648)",UN,"45,1132900",REPRESENTADO,MATERIAL,NACIONAL CAIXA
9868,9856,"TUBO PVC, ROSCAVEL, 1/2"", AGUA FRIA PREDIAL",M,"1,9045800",REPRESENTADO,MATERIAL,NACIONAL CAIXA
9868,9857,"TUBO PVC, ROSCAVEL, 3"", AGUA FRIA PREDIAL",M,"25,1630000",REPRESENTADO,MATERIAL,NACIONAL CAIXA
9868,9858,"TUBO PVC, ROSCAVEL, 6"",  AGUA FRIA PREDIAL",M,"45,8011500",REPRESENTADO,MATERIAL,NACIONAL CAIXA
9868,9859,"TUBO PVC ROSCAVEL, 3/4"",  AGUA FRIA PREDIAL",M,"2,6970800",REPRESENTADO,MATERIAL,NACIONAL CAIXA
9868,9860,"TUBO PVC, ROSCAVEL,  2"", PARA AGUA FRIA PREDIAL",M,"12,4915000",REPRESENTADO,MATERIAL,NACIONAL CAIXA
9868,9861,"TUBO PVC, ROSCAVEL, 1 1/4"", AGUA FRIA PREDIAL",M,"7,0846900",REPRESENTADO,MATERIAL,NACIONAL CAIXA
9868,9862,"TUBO PVC, ROSCAVEL, 1 1/2"",  AGUA FRIA PREDIAL",M,"8,8145300",REPRESENTADO,MATERIAL,NACIONAL CAIXA
9868,9863,"TUBO PVC, ROSCAVEL,  2 1/2"", AGUA FRIA PREDIAL",M,"19,4564300",REPRESENTADO,MATERIAL,NACIONAL CAIXA
9868,9864,"TUBO PVC, ROSCAVEL, 4"",  AGUA FRIA PREDIAL",M,"30,3782700",REPRESENTADO,MATERIAL,NACIONAL CAIXA
9868,9865,"TUBO PVC, ROSCAVEL, 5"",  AGUA FRIA PREDIAL",M,"43,6874500",REPRESENTADO,MATERIAL,NACIONAL CAIXA
9868,9866,"TUBO PVC, ROSCAVEL, 1"", AGUA FRIA PREDIAL",M,"5,2325300",REPRESENTADO,MATERIAL,NACIONAL CAIXA
9868,9867,"TUBO PVC, SOLDAVEL, DN 20 MM, AGUA FRIA (NBR-5648)",M,"0,7805400",REPRESENTADO,MATERIAL,NACIONAL CAIXA
9868,9868,"TUBO PVC, SOLDAVEL, DN 25 MM, AGUA FRIA (NBR-5648)",M,,REPRESENTATIVO,MATERIAL,NACIONAL CAIXA
9868,9869,"TUBO PVC, SOLDAVEL, DN 32 MM, AGUA FRIA (NBR-5648)",M,"2,2463400",REPRESENTADO,MATERIAL,NACIONAL CAIXA
9868,9870,"TUBO PVC, SOLDAVEL, DN 110 MM, AGUA FRIA (NBR-5648)",M,"21,2160400",REPRESENTADO,MATERIAL,NACIONAL CAIXA
9868,9871,"TUBO PVC, SOLDAVEL, DN 75 MM, AGUA FRIA (NBR-5648)",M,"10,5846400",REPRESENTADO,MATERIAL,NACIONAL CAIXA
9868,9872,"TUBO PVC, SOLDAVEL, DN 85 MM, AGUA FRIA (NBR-5648)",M,"13,2248800",REPRESENTADO,MATERIAL,NACIONAL CAIXA
9868,9873,"TUBO PVC, SOLDAVEL, DN 60 MM, AGUA FRIA (NBR-5648)",M,"6,3188000",REPRESENTADO,MATERIAL,NACIONAL CAIXA
9868,9874,"TUBO PVC, SOLDAVEL, DN 40 MM, AGUA FRIA (NBR-5648)",M,"3,2699900",REPRESENTADO,MATERIAL,NACIONAL CAIXA
9868,9875,"TUBO PVC, SOLDAVEL, DN 50 MM, PARA AGUA FRIA (NBR-5648)",M,"3,7457300",REPRESENTADO,MATERIAL,NACIONAL CAIXA
9868,9892,"UNIAO PVC, ROSCAVEL 1/2"",  AGUA FRIA PREDIAL",UN,"1,7011000",REPRESENTADO,MATERIAL,NACIONAL CAIXA
9868,9893,"UNIAO PVC, ROSCAVEL 2"",  AGUA FRIA PREDIAL",UN,"23,0767000",REPRESENTADO,MATERIAL,NACIONAL CAIXA
9868,9894,"UNIAO PVC, SOLDAVEL, 40 MM,  PARA AGUA FRIA PREDIAL",UN,"7,6677700",REPRESENTADO,MATERIAL,NACIONAL CAIXA
9868,9895,"UNIAO PVC, SOLDAVEL, 32 MM,  PARA AGUA FRIA PREDIAL",UN,"3,9358700",REPRESENTADO,MATERIAL,NACIONAL CAIXA
9868,9896,"UNIAO PVC, ROSCAVEL, 1 1/4"",  AGUA FRIA PREDIAL",UN,"9,2300900",REPRESENTADO,MATERIAL,NACIONAL CAIXA
9868,9897,"UNIAO PVC, SOLDAVEL, 50 MM,  PARA AGUA FRIA PREDIAL",UN,"8,3016800",REPRESENTADO,MATERIAL,NACIONAL CAIXA
9868,9898,"UNIAO PVC, ROSCAVEL, 2 1/2"",  AGUA FRIA PREDIAL",UN,"47,4508600",REPRESENTADO,MATERIAL,NACIONAL CAIXA
9868,9899,"UNIAO PVC, ROSCAVEL, 3/4"",  AGUA FRIA PREDIAL",UN,"3,0581200",REPRESENTADO,MATERIAL,NACIONAL CAIXA
9868,9900,"UNIAO PVC, ROSCAVEL, 1"",  AGUA FRIA PREDIAL",UN,"5,6001300",REPRESENTADO,MATERIAL,NACIONAL CAIXA
9868,9901,"UNIAO PVC, ROSCAVEL, 1 1/2"",  AGUA FRIA PREDIAL",UN,"10,2417200",REPRESENTADO,MATERIAL,NACIONAL CAIXA
9868,9902,"UNIAO PVC, ROSCAVEL, 3"",  AGUA FRIA PREDIAL",UN,"60,0884400",REPRESENTADO,MATERIAL,NACIONAL CAIXA
9868,9905,"UNIAO PVC, SOLDAVEL, 20 MM,  PARA AGUA FRIA PREDIAL",UN,"2,0027700",REPRESENTADO,MATERIAL,NACIONAL CAIXA
9868,9906,"UNIAO PVC, SOLDAVEL, 25 MM,  PARA AGUA FRIA PREDIAL",UN,"2,3993300",REPRESENTADO,MATERIAL,NACIONAL CAIXA
9868,9907,"UNIAO PVC, SOLDAVEL, 85 MM,  PARA AGUA FRIA PREDIAL",UN,"64,8274800",REPRESENTADO,MATERIAL,NACIONAL CAIXA
9868,9908,"UNIAO PVC, SOLDAVEL, 110 MM,  PARA AGUA FRIA PREDIAL",UN,"119,8075500",REPRESENTADO,MATERIAL,NACIONAL CAIXA
9868,9909,"UNIAO PVC, SOLDAVEL, 75 MM,  PARA AGUA FRIA PREDIAL",UN,"42,1624800",REPRESENTADO,MATERIAL,NACIONAL CAIXA
9868,9910,"UNIAO PVC, SOLDAVEL, 60 MM,  PARA AGUA FRIA PREDIAL",UN,"20,8947900",REPRESENTADO,MATERIAL,NACIONAL CAIXA
9868,20147,"JOELHO PVC, SOLDAVEL, COM BUCHA DE LATAO, 90 GRAUS, 25 MM X 1/2"", PARA AGUA FRIA PREDIAL",UN,"1,6473600",REPRESENTADO,MATERIAL,NACIONAL CAIXA
9868,37947,"TE PVC, SOLDAVEL, COM ROSCA NA BOLSA CENTRAL, 90 GRAUS, 25 MM X 3/4"", PARA AGUA FRIA PREDIAL",UN,"1,2647300",REPRESENTADO,MATERIAL,NACIONAL CAIXA
9868,38021,"LUVA DE CORRER PARA TUBO SOLDAVEL, PVC, 32 MM, PARA AGUA FRIA PREDIAL",UN,"6,5776600",REPRESENTADO,MATERIAL,NACIONAL CAIXA
9868,38022,"LUVA DE CORRER PARA TUBO SOLDAVEL, PVC, 60 MM, PARA AGUA FRIA PREDIAL",UN,"11,6624800",REPRESENTADO,MATERIAL,NACIONAL CAIXA
9868,38023,"LUVA DE REDUCAO, PVC, SOLDAVEL, 50 X 25 MM, PARA AGUA FRIA PREDIAL",UN,"1,3092700",REPRESENTADO,MATERIAL,NACIONAL CAIXA
9868,38025,"CURVA DE TRANSPOSICAO, PVC, SOLDAVEL, 25 MM, PARA AGUA FRIA PREDIAL",UN,"1,8599100",REPRESENTADO,MATERIAL,NACIONAL CAIXA
9868,38026,"CURVA DE TRANSPOSICAO, PVC, SOLDAVEL, 32 MM, PARA AGUA FRIA PREDIAL",UN,"4,9791600",REPRESENTADO,MATERIAL,NACIONAL CAIXA
9868,38129,"CURVA DE TRANSPOSICAO, PVC SOLDAVEL, 20 MM, PARA AGUA FRIA PREDIAL",UN,"1,1135800",REPRESENTADO,MATERIAL,NACIONAL CAIXA
9868,38678,"LUVA SOLDAVEL COM BUCHA DE LATAO, PVC, 32 MM X 1""",UN,"4,9462200",REPRESENTADO,MATERIAL,NACIONAL CAIXA
9912,9912,"USINA DE MISTURAS ASFALTICAS A QUENTE, MOVEL, TIPO CONTRA FLUXO, CAPACIDADE DE 40 A 80 T/H",UN,,REPRESENTATIVO,EQUIPAMENTO,NACIONAL CAIXA
9912,9921,"USINA MISTURADORA DE SOLOS,  DOSADORES TRIPLOS, CALHA VIBRATORIA CAPACIDADE DE 200 A 500 T/H, POTENCIA DE 75 KW",UN,"0,5158473",REPRESENTADO,EQUIPAMENTO,NACIONAL CAIXA
9912,10601,"USINA DE ASFALTO A QUENTE, FIXA, TIPO CONTRA FLUXO, CAPACIDADE DE 100 A 140 T/H, POTENCIA DE 280 KW, COM MISTURADOR EXTERNO ROTATIVO",UN,"1,2283312",REPRESENTADO,EQUIPAMENTO,NACIONAL CAIXA
9912,13883,"USINA DE ASFALTO A FRIO, CAPACIDADE DE 30 A 40 T/H, ELETRICA, POTENCIA DE 30 CV",UN,"0,0507005",REPRESENTADO,EQUIPAMENTO,NACIONAL CAIXA
9912,26034,"USINA DE ASFALTO, GRAVIMETRICA, CAPACIDADE DE 150 T/H, POTENCIA DE 400 KW",UN,"3,2341527",REPRESENTADO,EQUIPAMENTO,NACIONAL CAIXA
9912,38604,"USINA DE ASFALTO A FRIO, CAPACIDADE DE 40 A 60 T/H, ELETRICA, POTENCIA DE 30 CV",UN,"0,0631468",REPRESENTADO,EQUIPAMENTO,NACIONAL CAIXA
9914,9914,"USINA DE CONCRETO FIXA, CAPACIDADE NOMINAL DE 90 A 120 M3/H, SEM SILO",UN,,REPRESENTATIVO,EQUIPAMENTO,NACIONAL CAIXA
9914,13892,"USINA DE CONCRETO FIXA, CAPACIDADE NOMINAL DE 80 M3/H, SEM SILO",UN,"0,9243278",REPRESENTADO,EQUIPAMENTO,NACIONAL CAIXA
9914,13894,"USINA DE CONCRETO FIXA, CAPACIDADE NOMINAL DE 40 M3/H, SEM SILO",UN,"0,5609275",REPRESENTADO,EQUIPAMENTO,NACIONAL CAIXA
9914,13895,"USINA DE CONCRETO FIXA, CAPACIDADE NOMINAL DE 60 M3/H, SEM SILO",UN,"0,7542605",REPRESENTADO,EQUIPAMENTO,NACIONAL CAIXA
10228,10228,"VALVULA DE DESCARGA METALICA, BASE 1 1/2 "" E ACABAMENTO METALICO CROMADO",UN,,REPRESENTATIVO,MATERIAL,NACIONAL CAIXA
10228,11781,"VALVULA DE DESCARGA METALICA, BASE 1 1/4 "" E ACABAMENTO METALICO CROMADO",UN,"0,8101311",REPRESENTADO,MATERIAL,NACIONAL CAIXA
10228,21112,VALVULA DE DESCARGA EM METAL CROMADO PARA MICTORIO COM ACIONAMENTO POR PRESSAO E FECHAMENTO AUTOMATICO,UN,"0,8608164",REPRESENTADO,MATERIAL,NACIONAL CAIXA
10229,10229,"VALVULA DE RETENCAO DE BRONZE, PE COM CRIVOS, EXTREMIDADE COM ROSCA, DE 3/4"", PARA FUNDO DE POCO",UN,,REPRESENTATIVO,MATERIAL,NACIONAL CAIXA
10229,10230,"VALVULA DE RETENCAO DE BRONZE, PE COM CRIVOS, EXTREMIDADE COM ROSCA, DE 4"", PARA FUNDO DE POCO",UN,"12,2334978",REPRESENTADO,MATERIAL,NACIONAL CAIXA
10229,10231,"VALVULA DE RETENCAO DE BRONZE, PE COM CRIVOS, EXTREMIDADE COM ROSCA, DE 2 1/2"", PARA FUNDO DE POCO",UN,"5,0706354",REPRESENTADO,MATERIAL,NACIONAL CAIXA
10229,10232,"VALVULA DE RETENCAO DE BRONZE, PE COM CRIVOS, EXTREMIDADE COM ROSCA, DE 2"", PARA FUNDO DE POCO",UN,"2,8374460",REPRESENTADO,MATERIAL,NACIONAL CAIXA
10229,10233,"VALVULA DE RETENCAO DE BRONZE, PE COM CRIVOS, EXTREMIDADE COM ROSCA, DE 1 1/4"", PARA FUNDO DE POCO",UN,"1,7553979",REPRESENTADO,MATERIAL,NACIONAL CAIXA
10229,10234,"VALVULA DE RETENCAO DE BRONZE, PE COM CRIVOS, EXTREMIDADE COM ROSCA, DE 1"", PARA FUNDO DE POCO",UN,"1,1057989",REPRESENTADO,MATERIAL,NACIONAL CAIXA
10229,10235,"VALVULA DE RETENCAO DE BRONZE, PE COM CRIVOS, EXTREMIDADE COM ROSCA, DE 3"", PARA FUNDO DE POCO",UN,"6,9512647",REPRESENTADO,MATERIAL,NACIONAL CAIXA
10229,10236,"VALVULA DE RETENCAO DE BRONZE, PE COM CRIVOS, EXTREMIDADE COM ROSCA, DE 1 1/2"", PARA FUNDO DE POCO",UN,"1,8732264",REPRESENTADO,MATERIAL,NACIONAL CAIXA
10229,10404,"VALVULA DE RETENCAO HORIZONTAL, DE BRONZE (PN-25), 1/2"", 400 PSI, TAMPA DE PORCA DE UNIAO, EXTREMIDADES COM ROSCA",UN,"1,3189389",REPRESENTADO,MATERIAL,NACIONAL CAIXA
10229,10405,"VALVULA DE RETENCAO HORIZONTAL, DE BRONZE (PN-25), 2 1/2"", 400 PSI, TAMPA DE PORCA DE UNIAO, EXTREMIDADES COM ROSCA",UN,"7,2816163",REPRESENTADO,MATERIAL,NACIONAL CAIXA
10229,10406,"VALVULA DE RETENCAO HORIZONTAL, DE BRONZE (PN-25), 3"", 400 PSI, TAMPA DE PORCA DE UNIAO, EXTREMIDADES COM ROSCA",UN,"10,0573720",REPRESENTADO,MATERIAL,NACIONAL CAIXA
10229,10407,"VALVULA DE RETENCAO HORIZONTAL, DE BRONZE (PN-25), 4"", 400 PSI, TAMPA DE PORCA DE UNIAO, EXTREMIDADES COM ROSCA",UN,"15,5990130",REPRESENTADO,MATERIAL,NACIONAL CAIXA
10229,10408,"VALVULA DE RETENCAO HORIZONTAL, DE BRONZE (PN-25), 2"", 400 PSI, TAMPA DE PORCA DE UNIAO, EXTREMIDADES COM ROSCA",UN,"5,0919186",REPRESENTADO,MATERIAL,NACIONAL CAIXA
10229,10409,"VALVULA DE RETENCAO HORIZONTAL, DE BRONZE (PN-25), 1 1/2"", 400 PSI, TAMPA DE PORCA DE UNIAO, EXTREMIDADES COM ROSCA",UN,"3,6344849",REPRESENTADO,MATERIAL,NACIONAL CAIXA
10229,10410,"VALVULA DE RETENCAO HORIZONTAL, DE BRONZE (PN-25), 1"", 400 PSI, TAMPA DE PORCA DE UNIAO, EXTREMIDADES COM ROSCA",UN,"2,1724244",REPRESENTADO,MATERIAL,NACIONAL CAIXA
10229,10411,"VALVULA DE RETENCAO HORIZONTAL, DE BRONZE (PN-25), 1 1/4"", 400 PSI, TAMPA DE PORCA DE UNIAO, EXTREMIDADES COM ROSCA",UN,"3,2521592",REPRESENTADO,MATERIAL,NACIONAL CAIXA
10229,10412,"VALVULA DE RETENCAO HORIZONTAL, DE BRONZE (PN-25), 3/4"", 400 PSI, TAMPA DE PORCA DE UNIAO, EXTREMIDADES COM ROSCA",UN,"1,5983961",REPRESENTADO,MATERIAL,NACIONAL CAIXA
10229,10413,"VALVULA DE RETENCAO VERTICAL, DE BRONZE (PN-16), 3/4"", 200 PSI, EXTREMIDADES COM ROSCA",UN,"1,0246761",REPRESENTADO,MATERIAL,NACIONAL CAIXA
10229,10414,"VALVULA DE RETENCAO VERTICAL, DE BRONZE (PN-16), 3"", 200 PSI, EXTREMIDADES COM ROSCA",UN,"6,1690315",REPRESENTADO,MATERIAL,NACIONAL CAIXA
10229,10415,"VALVULA DE RETENCAO VERTICAL, DE BRONZE (PN-16), 4"", 200 PSI, EXTREMIDADES COM ROSCA",UN,"10,7066626",REPRESENTADO,MATERIAL,NACIONAL CAIXA
10229,10416,"VALVULA DE RETENCAO VERTICAL, DE BRONZE (PN-16), 1 1/2"", 200 PSI, EXTREMIDADES COM ROSCA",UN,"1,9349167",REPRESENTADO,MATERIAL,NACIONAL CAIXA
10229,10417,"VALVULA DE RETENCAO VERTICAL, DE BRONZE (PN-16), 2"", 200 PSI, EXTREMIDADES COM ROSCA",UN,"2,8192474",REPRESENTADO,MATERIAL,NACIONAL CAIXA
10229,10418,"VALVULA DE RETENCAO VERTICAL, DE BRONZE (PN-16), 1"", 200 PSI, EXTREMIDADES COM ROSCA",UN,"1,1195250",REPRESENTADO,MATERIAL,NACIONAL CAIXA
10229,10419,"VALVULA DE RETENCAO VERTICAL, DE BRONZE (PN-16), 1 1/4"", 200 PSI, EXTREMIDADES COM ROSCA",UN,"1,6795188",REPRESENTADO,MATERIAL,NACIONAL CAIXA
10229,12657,"VALVULA DE RETENCAO VERTICAL, DE BRONZE (PN-16), 2 1/2"", 200 PSI, EXTREMIDADES COM ROSCA",UN,"4,5175817",REPRESENTADO,MATERIAL,NACIONAL CAIXA
10229,21092,"VALVULA DE RETENCAO VERTICAL, DE BRONZE (PN-16), 1/2"", 200 PSI, EXTREMIDADES COM ROSCA",UN,"0,9602097",REPRESENTADO,MATERIAL,NACIONAL CAIXA
10420,10420,BACIA SANITARIA (VASO) CONVENCIONAL DE LOUCA BRANCA,UN,,REPRESENTATIVO,MATERIAL,NACIONAL CAIXA
10420,10421,BACIA SANITARIA (VASO) CONVENCIONAL DE LOUCA COR,UN,"1,3383495",REPRESENTADO,MATERIAL,NACIONAL CAIXA
10420,10422,"BACIA SANITARIA (VASO) COM CAIXA ACOPLADA, DE LOUCA BRANCA",UN,"2,6663400",REPRESENTADO,MATERIAL,NACIONAL CAIXA
10420,10423,TANQUE LOUCA BRANCA SUSPENSO *20* L,UN,"2,7080562",REPRESENTADO,MATERIAL,NACIONAL CAIXA
10420,10425,LAVATORIO LOUCA BRANCA SUSPENSO *40 X 30* CM,UN,"0,6526212",REPRESENTADO,MATERIAL,NACIONAL CAIXA
10420,10426,LAVATORIO LOUCA BRANCA COM COLUNA *54 X 44* CM,UN,"1,4798768",REPRESENTADO,MATERIAL,NACIONAL CAIXA
10420,10427,LAVATORIO/CUBA DE SOBREPOR RETANGULAR LOUCA BRANCA COM LADRAO *52 X 45* CM,UN,"1,8297753",REPRESENTADO,MATERIAL,NACIONAL CAIXA
10420,10428,LAVATORIO/CUBA DE SOBREPOR RETANGULAR LOUCA COR COM LADRAO *52 X 45* CM,UN,"1,8570728",REPRESENTADO,MATERIAL,NACIONAL CAIXA
10420,10429,LAVATORIO LOUCA COR SUSPENSO *40 X 30* CM,UN,"0,7783299",REPRESENTADO,MATERIAL,NACIONAL CAIXA
10420,10430,MICTORIO SIFONADO LOUCA COR SEM COMPLEMENTOS,UN,"2,4483796",REPRESENTADO,MATERIAL,NACIONAL CAIXA
10420,10431,LAVATORIO LOUCA COR COM COLUNA *54 X 44* CM,UN,"1,6235038",REPRESENTADO,MATERIAL,NACIONAL CAIXA
10420,10432,MICTORIO SIFONADO LOUCA BRANCA SEM COMPLEMENTOS,UN,"2,2733953",REPRESENTADO,MATERIAL,NACIONAL CAIXA
10420,11696,LAVATORIO/CUBA DE SOBREPOR OVAL PEQUENA LOUCA BRANCA SEM LADRAO *31 X 44*,UN,"1,0205081",REPRESENTADO,MATERIAL,NACIONAL CAIXA
10420,11786,VASO SANITARIO SIFONADO INFANTIL LOUCA BRANCA,UN,"2,2523972",REPRESENTADO,MATERIAL,NACIONAL CAIXA
10420,20269,LAVATORIO/CUBA DE EMBUTIR OVAL LOUCA BRANCA SEM LADRAO *50 X 35* CM,UN,"0,6414922",REPRESENTADO,MATERIAL,NACIONAL CAIXA
10420,20270,LAVATORIO/CUBA DE EMBUTIR OVAL LOUCA COR SEM LADRAO *50 X 35* CM,UN,"0,6985371",REPRESENTADO,MATERIAL,NACIONAL CAIXA
10420,20271,TANQUE LOUCA BRANCA COM COLUNA *30* L,UN,"4,3662070",REPRESENTADO,MATERIAL,NACIONAL CAIXA
10420,36520,"BACIA SANITARIA (VASO) CONVENCIONAL PARA PCD SEM FURO FRONTAL, DE LOUCA BRANCA, SEM ASSENTO",UN,"4,9821516",REPRESENTADO,MATERIAL,NACIONAL CAIXA
10420,36521,LAVATORIO DE CANTO LOUCA BRANCA SUSPENSO *40 X 30* CM,UN,"1,0079792",REPRESENTADO,MATERIAL,NACIONAL CAIXA
10420,36794,"LAVATORIO LOUCA BRANCA COM COLUNA *44 X 35,5* CM",UN,"1,0275075",REPRESENTADO,MATERIAL,NACIONAL CAIXA
10488,10488,"VIBROACABADORA DE ASFALTO SOBRE ESTEIRAS, LARG. PAVIMENT. 1,90 A 5,3 M, POT. 78 KW/105 HP, CAP. 450 T/H",UN,,REPRESENTATIVO,EQUIPAMENTO,NACIONAL CAIXA
10488,13476,"VIBROACABADORA DE ASFALTO SOBRE ESTEIRAS, LARG. PAVIM. 2,60 M A 5,75 M, POT. 110 HP, CAP. 450 T/ H",UN,"0,8254157",REPRESENTADO,EQUIPAMENTO,NACIONAL CAIXA
10488,13606,"VIBROACABADORA DE ASFALTO SOBRE RODAS, LARGURA DE PAVIMENTACAO DE 1,70 A 4,20 M, POTENCIA 78 KW/105 HP, CAPACIDADE 300 T/H",UN,"0,8859857",REPRESENTADO,EQUIPAMENTO,NACIONAL CAIXA
10488,13877,"FRESADORA DE ASFALTO A FRIO SOBRE RODAS, LARG. FRESAGEM 1,00 M, POT. 155 KW/208 HP",UN,"1,1947743",REPRESENTADO,EQUIPAMENTO,NACIONAL CAIXA
10488,14575,"RECICLADORA DE ASFALTO A FRIO SOBRE RODAS, LARG. FRESAGEM 2,00 M, POT. 315 KW/422 HP",UN,"2,4251781",REPRESENTADO,EQUIPAMENTO,NACIONAL CAIXA
10488,14576,"FRESADORA DE ASFALTO A FRIO SOBRE ESTEIRAS, LARG. FRESAGEM 2,00 M, POT. 410 KW/550 HP",UN,"2,7909739",REPRESENTADO,EQUIPAMENTO,NACIONAL CAIXA
10488,25967,APOIO DO PORTA DENTE PARA FRESADORA DE ASFALTO,UN,"0,0011279",REPRESENTADO,EQUIPAMENTO,NACIONAL CAIXA
10488,25968,DENTE PARA FRESADORA,UN,"0,0000255",REPRESENTADO,EQUIPAMENTO,NACIONAL CAIXA
10488,25969,PORTA DENTE PARA FRESADORA,UN,"0,0002401",REPRESENTADO,EQUIPAMENTO,NACIONAL CAIXA
10488,25970,"VIBROACABADORA DE ASFALTO SOBRE ESTEIRAS, LARG. PAVIM. 2,13 M A 4,55 M, POT. 74 KW/ 100 HP, CAP. 400 T/ H",UN,"0,8194774",REPRESENTADO,EQUIPAMENTO,NACIONAL CAIXA
10488,25971,"VIBROACABADORA DE ASFALTO SOBRE ESTEIRAS, LARG. PAVIM. MAX. 8,00 M, POT. 100 KW/ 134 HP, CAP. 600 T/ H",UN,"1,9465558",REPRESENTADO,EQUIPAMENTO,NACIONAL CAIXA
10490,10490,VIDRO LISO INCOLOR 2 A 3 MM - SEM COLOCACAO,M2,,REPRESENTATIVO,MATERIAL,NACIONAL CAIXA
10490,10491,VIDRO LISO INCOLOR 6 MM - SEM COLOCACAO,M2,"1,8888889",REPRESENTADO,MATERIAL,NACIONAL CAIXA
10490,10492,VIDRO LISO INCOLOR 4MM - SEM COLOCACAO,M2,"1,3333333",REPRESENTADO,MATERIAL,NACIONAL CAIXA
10490,10493,VIDRO LISO INCOLOR 5MM - SEM COLOCACAO,M2,"1,5555556",REPRESENTADO,MATERIAL,NACIONAL CAIXA
10490,10496,"VIDRO COMUM LAMINADO, LISO, INCOLOR, DUPLO, ESPESSURA TOTAL 6 MM (CADA CAMADA E= 3 MM) - COLOCADO",M2,"5,5555556",REPRESENTADO,MATERIAL,NACIONAL CAIXA
10490,10497,"VIDRO COMUM LAMINADO, LISO, INCOLOR, TRIPLO, ESPESSURA TOTAL 12 MM (CADA CAMADA E=  4 MM) - COLOCADO",M2,"14,4444444",REPRESENTADO,MATERIAL,NACIONAL CAIXA
10490,10498,MASSA PARA VIDRO,KG,"0,0847778",REPRESENTADO,MATERIAL,NACIONAL CAIXA
10490,10499,"VIDRO MARTELADO OU CANELADO, 4 MM - SEM COLOCACAO",M2,"1,1111111",REPRESENTADO,MATERIAL,NACIONAL CAIXA
10490,10504,"VIDRO COMUM LAMINADO, LISO, INCOLOR, TRIPLO, ESPESSURA TOTAL 15 MM (CADA CAMADA E = 5 MM) - COLOCADO",M2,"16,8888889",REPRESENTADO,MATERIAL,NACIONAL CAIXA
10490,11185,VIDRO PLANO ARMADO E = 7MM - SEM COLOCACAO,M2,"3,4444444",REPRESENTADO,MATERIAL,NACIONAL CAIXA
10490,11186,ESPELHO CRISTAL E = 4 MM,M2,"3,8222222",REPRESENTADO,MATERIAL,NACIONAL CAIXA
10490,11188,VIDRO LISO FUME E = 4MM - SEM COLOCACAO,M2,"1,7777778",REPRESENTADO,MATERIAL,NACIONAL CAIXA
10490,11189,VIDRO LISO FUME E = 6MM - SEM COLOCACAO,M2,"2,6666667",REPRESENTADO,MATERIAL,NACIONAL CAIXA
10490,21107,"VIDRO LISO FUME, E = 5 MM - SEM COLOCACAO",M2,"1,9190000",REPRESENTADO,MATERIAL,NACIONAL CAIXA
10490,25972,"MICROESFERAS DE VIDRO PARA SINALIZACAO HORIZONTAL VIARIA, TIPO I-B (PREMIX) - NBR 16184",KG,"0,1111111",REPRESENTADO,MATERIAL,NACIONAL CAIXA
10490,25973,"MICROESFERAS DE VIDRO PARA SINALIZACAO HORIZONTAL VIARIA, TIPO II-A (DROP-ON) - NBR 16184",KG,"0,1111111",REPRESENTADO,MATERIAL,NACIONAL CAIXA
10490,34384,VIDRO PLANO ARAMADO E = 6 MM - SEM COLOCACAO,M2,"3,3333333",REPRESENTADO,MATERIAL,NACIONAL CAIXA
10490,34385,VIDRO LISO INCOLOR 8MM  -  SEM COLOCACAO,M2,"2,7555556",REPRESENTADO,MATERIAL,NACIONAL CAIXA
10490,34386,VIDRO LISO INCOLOR 10 MM - SEM COLOCACAO,M2,"3,3333333",REPRESENTADO,MATERIAL,NACIONAL CAIXA
10490,34387,"VIDRO CRISTAL COLORIDO, 8 MM, PINTADO NA COR BRANCA",M2,"3,5888889",REPRESENTADO,MATERIAL,NACIONAL CAIXA
10490,34388,"VIDRO CRISTAL COLORIDO, 6 MM, PINTADO NA COR BRANCA",M2,"2,2107778",REPRESENTADO,MATERIAL,NACIONAL CAIXA
10490,34389,"VIDRO CRISTAL COLORIDO, 4 MM, PINTADO NA COR BRANCA",M2,"1,5555556",REPRESENTADO,MATERIAL,NACIONAL CAIXA
10490,34390,"VIDRO CRISTAL COLORIDO, 10 MM, PINTADO NA COR BRANCA",M2,"4,9777778",REPRESENTADO,MATERIAL,NACIONAL CAIXA
